ts,decision_ts,gross,net,exposure,turnover,txn_cost,slippage_cost,costs
2016-08-24,2016-08-23,-0.004452914942869678,-0.004457487217788321,0.9999999999999998,0.0033949766431454614,6.789953286290923e-07,3.89327959001398e-06,4.572274918643072e-06
2016-08-25,2016-08-24,-0.00045652030630072857,-0.00048745661356574616,1.0,0.021253650963709986,4.2507301927419975e-06,2.6685577072275578e-05,3.093630726501758e-05
2016-08-26,2016-08-25,-0.002115199831491712,-0.002121974020377628,0.9999999999999998,0.005257761445476045,1.0515522890952089e-06,5.722636596820399e-06,6.774188885915608e-06
2016-08-29,2016-08-26,0.005100724311942281,0.005063126911795377,1.0,0.02924607148312107,5.849214296624214e-06,3.174818585027932e-05,3.759740014690353e-05
2016-08-30,2016-08-29,-0.0018044341419633137,-0.001822367402382684,1.0,0.01367316150165282,2.734632300330564e-06,1.5198628119039573e-05,1.7933260419370136e-05
2016-08-31,2016-08-30,-0.0024618860911241477,-0.002496704726634346,1.0,0.029834960558042578,5.966992111608516e-06,2.8851643398589915e-05,3.481863551019843e-05
2016-09-01,2016-08-31,0.002499801987135089,0.002259850896607034,1.0,0.17008130335389024,3.401626067077805e-05,0.00020593482985727636,0.00023995109052805442
2016-09-02,2016-09-01,0.007346480673849713,0.007048118135867401,1.0,0.2230780025358557,4.4615600507171135e-05,0.00025374693747514114,0.00029836253798231233
2016-09-06,2016-09-02,0.005348244107673173,0.005145181469485039,1.0,0.06860659222851312,1.3721318445702624e-05,0.00018934131974243155,0.0002030626381881342
2016-09-07,2016-09-06,0.0014727177766942791,0.0014379359633213671,1.0,0.02203863035111897,4.407726070223795e-06,3.037408730268817e-05,3.478181337291196e-05
2016-09-08,2016-09-07,-0.0021632644418958743,-0.0021777025990747374,1.0,0.011744844217939643,2.3489688435879286e-06,1.2089188335275256e-05,1.4438157178863185e-05
2016-09-09,2016-09-08,-0.024834470803786576,-0.024852394108825247,1.0,0.013489177871689857,2.6978355743379716e-06,1.5225469464331468e-05,1.792330503866944e-05
2016-09-12,2016-09-09,0.012714497670401058,0.012543317033018966,1.0,0.08233315951196603,1.6466631902393205e-05,0.0001547140054796975,0.00017118063738209073
2016-09-13,2016-09-12,-0.016164186884861168,-0.016279890288479325,1.0,0.05600474872182436,1.1200949744364872e-05,0.00010450245387379228,0.00011570340361815714
2016-09-14,2016-09-13,-0.00037538536692280626,-0.0004831750624597041,1.0,0.05463978690841885,1.092795738168377e-05,9.686173815521407e-05,0.00010778969553689785
2016-09-15,2016-09-14,0.011512517306339131,0.011498928212818175,1.0,0.005805937392986703,1.1611874785973407e-06,1.2427906042358068e-05,1.358909352095541e-05
2016-09-16,2016-09-15,-0.008572595164291364,-0.008628777241150421,0.9999999999999999,0.02633122716421684,5.266245432843369e-06,5.091583142621354e-05,5.6182076859056905e-05
2016-09-19,2016-09-16,0.0022451943525559964,0.0021793567086718555,0.9804106493578122,0.03103151288852586,6.206302577705172e-06,5.963134130643561e-05,6.583764388414078e-05
2016-09-20,2016-09-19,0.0013273624226500156,0.0008130223312464881,0.9421137643801076,0.26176841097045767,5.235368219409154e-05,0.000461986409209436,0.0005143400914035275
2016-09-21,2016-09-20,0.014167931631936803,0.014146211530354,0.9438754548415622,0.007536588246026432,1.5073176492052866e-06,2.021278393359765e-05,2.1720101582802935e-05
2016-09-22,2016-09-21,0.0072262220445252975,0.007112230617255529,0.898351003174812,0.045524451666750204,9.104890333350041e-06,0.00010488653693641909,0.00011399142726976913
2016-09-23,2016-09-22,-0.00848796260603967,-0.008510126789772284,0.892538293521778,0.008909480578400672,1.7818961156801345e-06,2.0382287616934012e-05,2.2164183732614145e-05
2016-09-26,2016-09-23,-0.007489847496680278,-0.00753103425187577,0.8767317456268606,0.015806547894917422,3.1613095789834844e-06,3.8025445616508756e-05,4.118675519549224e-05
2016-09-27,2016-09-26,0.0077906087322826955,0.007256168700751414,0.9217737718311041,0.168541485004645,3.3708297000929e-05,0.0005007317345303528,0.0005344400315312819
2016-09-28,2016-09-27,0.004566982509495941,0.004539377249884436,0.9119152264872616,0.012278163014339927,2.4556326028679853e-06,2.5149627008637084e-05,2.7605259611505068e-05
2016-09-29,2016-09-28,-0.010544989589628254,-0.01056488539502664,0.9142612660748357,0.009227597487295625,1.845519497459125e-06,1.805028590092599e-05,1.9895805398385115e-05
2016-09-30,2016-09-29,0.0075631588132071366,0.007504863533352594,0.8889309926223382,0.02533027345249758,5.066054690499517e-06,5.322922516404253e-05,5.829527985454204e-05
2016-10-03,2016-09-30,-0.00047359128013705167,-0.0010865700920051533,0.8042682402899829,0.1981707766910497,3.963415533820995e-05,0.0005733446565298918,0.0006129788118681017
2016-10-04,2016-10-03,-0.00272858852269258,-0.003336894213595977,0.7835027382311731,0.2599743990827953,5.1994879816559055e-05,0.0005563108110868377,0.0006083056909033968
